City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
700,Guiong,PH,6.4186,122.0258,77.97,90,64,7.47,broken clouds
701,Kidal,ML,18.4411,1.4078,73.85,10,40,9.15,scattered clouds
702,Salalah,OM,17.0151,54.0924,69.96,33,0,10.63,clear sky
703,Mizdah,LY,31.4451,12.9801,62.38,58,2,5.64,clear sky
704,Verkhoyansk,RU,67.5447,133.385,-28.3,100,100,0.78,overcast clouds
705,Westport,US,41.1415,-73.3579,38.48,71,100,13.8,overcast clouds
706,Byron Bay,AU,-28.65,153.6167,72.72,82,21,10.42,few clouds
707,Dingle,PH,10.9995,122.6711,74.41,92,100,4.56,overcast clouds
708,Berbera,SO,10.4396,45.0143,76.12,72,5,8.05,clear sky
709,Listvyagi,RU,53.6772,86.951,5.32,84,100,7.47,snow
710,Kassala,SD,15.451,36.4,78.44,43,0,7.31,clear sky
711,Liku,ID,-0.7275,119.8922,74.07,90,98,2.1,overcast clouds
712,Santiago Del Estero,AR,-27.7951,-64.2615,106.02,19,0,10.51,clear sky
713,Ouangani,YT,-12.8464,45.1361,81.12,74,40,9.22,scattered clouds
714,Caramay,PH,10.1815,119.236,75.92,84,31,3.13,scattered clouds
715,Los Andes,CL,-32.8337,-70.5983,89.01,11,0,9.55,clear sky
716,Waipawa,NZ,-41.4122,175.5153,63.39,68,1,7.18,clear sky
717,Alappuzha,IN,9.49,76.3264,75.0,87,36,6.87,scattered clouds
718,Zhanaozen,KZ,43.3,52.8,24.37,48,0,15.88,clear sky
719,Kuvandyk,RU,51.4781,57.3552,6.01,80,100,2.01,overcast clouds
